,Date,Province,New Clinical Cases,Total Clinical Cases,New Cases Among Medical Staff,Total Cases Among Medical Staff,New Deaths,Total Deaths
0,2003-04-26,Beijing,113,988,7.0,167.0,6,48
1,2003-04-26,Tianjin,1,22,0.0,10.0,0,2
2,2003-04-26,Hebei,3,21,0.0,5.0,0,0
3,2003-04-26,Shanxi,22,195,1.0,47.0,0,8
4,2003-04-26,Inner Mongolia,4,74,0.0,13.0,0,6
5,2003-04-26,Liaoning,0,1,0.0,0.0,0,0
6,2003-04-26,Jilin,0,7,0.0,2.0,0,0
7,2003-04-26,Heilongjiang,0,0,0.0,0.0,0,0
8,2003-04-26,Shanghai,0,2,0.0,0.0,0,0
9,2003-04-26,Jiangsu,0,0,0.0,0.0,0,0
10,2003-04-26,Zhejiang,0,3,0.0,0.0,0,0
11,2003-04-26,Anhui,0,1,0.0,0.0,0,0
12,2003-04-26,Fujian,0,3,0.0,0.0,0,0
13,2003-04-26,Jiangxi,0,0,0.0,0.0,0,0
14,2003-04-26,Shandong,0,1,0.0,0.0,0,0
15,2003-04-26,Henan,1,10,0.0,1.0,0,0
16,2003-04-26,Hubei,1,2,0.0,1.0,0,0
17,2003-04-26,Hunan,0,6,0.0,0.0,0,1
18,2003-04-26,Guangdong,5,1379,0.0,342.0,1,51
19,2003-04-26,Guangxi,0,16,0.0,0.0,0,3
20,2003-04-26,Chongqing,0,0,0.0,0.0,0,0
21,2003-04-26,Sichuan,1,10,0.0,0.0,0,2
22,2003-04-26,Shaanxi,3,5,0.0,0.0,0,0
23,2003-04-26,Gansu,0,2,0.0,0.0,0,0
24,2003-04-26,Ningxia,0,5,0.0,0.0,0,1
25,2003-04-26,Xinjiang,0,0,0.0,0.0,0,0
27,2003-04-27,Beijing,126,1114,20.0,187.0,8,56
28,2003-04-27,Tianjin,0,22,0.0,10.0,0,2
29,2003-04-27,Hebei,6,27,1.0,6.0,0,0
30,2003-04-27,Shanxi,19,214,1.0,48.0,1,9
31,2003-04-27,Inner Mongolia,2,76,0.0,13.0,0,6
32,2003-04-27,Liaoning,0,1,0.0,0.0,0,0
33,2003-04-27,Jilin,0,7,0.0,2.0,0,0
34,2003-04-27,Heilongjiang,0,0,0.0,0.0,0,0
35,2003-04-27,Shanghai,0,2,0.0,0.0,0,0
36,2003-04-27,Jiangsu,0,0,0.0,0.0,0,0
37,2003-04-27,Zhejiang,0,3,0.0,0.0,0,0
38,2003-04-27,Anhui,3,4,0.0,0.0,0,0
39,2003-04-27,Fujian,0,3,0.0,0.0,0,0
40,2003-04-27,Jiangxi,0,0,0.0,0.0,0,0
41,2003-04-27,Shandong,0,1,0.0,0.0,0,0
42,2003-04-27,Henan,0,10,0.0,1.0,0,0
43,2003-04-27,Hubei,0,2,0.0,1.0,0,0
44,2003-04-27,Hunan,0,6,0.0,0.0,0,1
45,2003-04-27,Guangdong,3,1382,0.0,342.0,0,51
46,2003-04-27,Guangxi,0,16,0.0,0.0,0,3
47,2003-04-27,Chongqing,0,0,0.0,0.0,0,0
48,2003-04-27,Sichuan,2,12,0.0,0.0,0,2
49,2003-04-27,Shaanxi,0,5,0.0,0.0,0,0
50,2003-04-27,Gansu,0,2,0.0,0.0,0,0
51,2003-04-27,Ningxia,0,5,0.0,0.0,0,1
52,2003-04-27,Xinjiang,0,0,0.0,0.0,0,0
54,2003-04-29,Beijing,152,1347,50.0,255.0,7,66
55,2003-04-29,Tianjin,1,44,0.0,23.0,0,2
56,2003-04-29,Hebei,9,39,1.0,7.0,1,4
57,2003-04-29,Shanxi,23,266,4.0,62.0,0,9
58,2003-04-29,Inner Mongolia,7,120,2.0,16.0,1,8
59,2003-04-29,Liaoning,0,1,0.0,0.0,0,0
60,2003-04-29,Jilin,0,7,0.0,2.0,0,0
61,2003-04-29,Heilongjiang,0,0,0.0,0.0,0,0
62,2003-04-29,Shanghai,0,2,0.0,0.0,0,0
63,2003-04-29,Jiangsu,0,0,0.0,0.0,0,0
64,2003-04-29,Zhejiang,0,3,0.0,0.0,0,0
65,2003-04-29,Anhui,1,5,0.0,0.0,0,0
66,2003-04-29,Fujian,0,3,0.0,0.0,0,0
67,2003-04-29,Jiangxi,0,0,0.0,0.0,0,0
68,2003-04-29,Shandong,0,1,0.0,0.0,0,0
69,2003-04-29,Henan,1,12,0.0,1.0,0,0
70,2003-04-29,Hubei,0,3,0.0,1.0,0,0
71,2003-04-29,Hunan,0,6,0.0,0.0,0,1
72,2003-04-29,Guangdong,4,1399,0.0,342.0,0,51
73,2003-04-29,Guangxi,1,17,0.0,0.0,0,3
74,2003-04-29,Chongqing,0,0,0.0,0.0,0,0
75,2003-04-29,Sichuan,0,12,0.0,0.0,0,2
76,2003-04-29,Shaanxi,3,8,0.0,0.0,0,0
77,2003-04-29,Gansu,0,3,0.0,0.0,0,1
78,2003-04-29,Ningxia,0,5,0.0,0.0,0,1
79,2003-04-29,Xinjiang,0,0,0.0,0.0,0,0
81,2003-04-30,Beijing,101,1440,18.0,270.0,9,75
82,2003-04-30,Tianjin,5,49,0.0,23.0,1,3
83,2003-04-30,Hebei,9,48,0.0,7.0,0,4
84,2003-04-30,Shanxi,34,299,3.0,65.0,0,9
85,2003-04-30,Inner Mongolia,7,127,0.0,16.0,1,9
86,2003-04-30,Liaoning,0,1,0.0,0.0,0,0
87,2003-04-30,Jilin,0,7,0.0,2.0,0,0
88,2003-04-30,Heilongjiang,0,0,0.0,0.0,0,0
89,2003-04-30,Shanghai,0,2,0.0,0.0,0,0
90,2003-04-30,Jiangsu,1,1,0.0,0.0,0,0
91,2003-04-30,Zhejiang,0,3,0.0,0.0,0,0
92,2003-04-30,Anhui,2,7,0.0,0.0,0,0
93,2003-04-30,Fujian,0,3,0.0,0.0,0,0
94,2003-04-30,Jiangxi,0,0,0.0,0.0,0,0
95,2003-04-30,Shandong,0,1,0.0,0.0,0,0
96,2003-04-30,Henan,0,12,0.0,1.0,0,0
97,2003-04-30,Hubei,0,3,0.0,1.0,0,0
98,2003-04-30,Hunan,0,6,0.0,0.0,0,1
99,2003-04-30,Guangdong,6,1405,0.0,342.0,0,51
100,2003-04-30,Guangxi,1,18,0.0,0.0,0,3
101,2003-04-30,Chongqing,0,0,0.0,0.0,0,0
102,2003-04-30,Sichuan,0,12,0.0,0.0,0,2
103,2003-04-30,Shaanxi,0,8,0.0,0.0,0,0
104,2003-04-30,Gansu,0,3,0.0,0.0,0,1
105,2003-04-30,Ningxia,0,5,0.0,0.0,0,1
106,2003-04-30,Xinjiang,0,0,0.0,0.0,0,0
108,2003-05-01,Beijing,122,1553,20.0,288.0,7,82
109,2003-05-01,Tianjin,12,61,3.0,26.0,0,3
110,2003-05-01,Hebei,8,56,0.0,7.0,0,4
111,2003-05-01,Shanxi,8,307,1.0,66.0,1,10
112,2003-05-01,Inner Mongolia,27,154,4.0,20.0,2,11
113,2003-05-01,Liaoning,0,1,0.0,0.0,0,0
114,2003-05-01,Jilin,2,9,0.0,2.0,1,1
115,2003-05-01,Heilongjiang,0,0,0.0,0.0,0,0
116,2003-05-01,Shanghai,0,2,0.0,0.0,0,0
117,2003-05-01,Jiangsu,0,1,0.0,0.0,0,0
118,2003-05-01,Zhejiang,0,3,0.0,0.0,0,0
119,2003-05-01,Anhui,0,7,0.0,0.0,0,0
120,2003-05-01,Fujian,0,3,0.0,0.0,0,0
121,2003-05-01,Jiangxi,0,0,0.0,0.0,0,0
122,2003-05-01,Shandong,0,1,0.0,0.0,0,0
123,2003-05-01,Henan,1,13,0.0,1.0,0,0
124,2003-05-01,Hubei,0,3,0.0,1.0,0,0
125,2003-05-01,Hunan,0,6,0.0,0.0,0,1
126,2003-05-01,Guangdong,7,1412,0.0,342.0,0,51
127,2003-05-01,Guangxi,0,18,0.0,0.0,0,3
128,2003-05-01,Chongqing,0,0,0.0,0.0,0,0
129,2003-05-01,Sichuan,0,12,0.0,0.0,0,2
130,2003-05-01,Shaanxi,0,8,0.0,0.0,0,0
131,2003-05-01,Gansu,0,3,0.0,0.0,0,1
132,2003-05-01,Ningxia,0,5,0.0,0.0,0,1
133,2003-05-01,Xinjiang,0,0,0.0,0.0,0,0
135,2003-05-02,Beijing,96,1636,15.0,300.0,9,91
136,2003-05-02,Tianjin,12,73,9.0,35.0,0,3
137,2003-05-02,Hebei,14,70,1.0,8.0,0,4
138,2003-05-02,Shanxi,4,311,0.0,66.0,0,10
139,2003-05-02,Inner Mongolia,26,180,2.0,22.0,2,13
140,2003-05-02,Liaoning,0,1,0.0,0.0,0,0
141,2003-05-02,Jilin,5,14,0.0,2.0,0,1
142,2003-05-02,Heilongjiang,0,0,0.0,0.0,0,0
143,2003-05-02,Shanghai,0,2,0.0,0.0,0,0
144,2003-05-02,Jiangsu,3,4,0.0,0.0,0,0
145,2003-05-02,Zhejiang,0,3,0.0,0.0,0,0
146,2003-05-02,Anhui,2,9,0.0,0.0,0,0
147,2003-05-02,Fujian,0,3,0.0,0.0,0,0
148,2003-05-02,Jiangxi,0,0,0.0,0.0,0,0
149,2003-05-02,Shandong,0,1,0.0,0.0,0,0
150,2003-05-02,Henan,1,14,0.0,1.0,0,0
151,2003-05-02,Hubei,1,4,0.0,1.0,0,0
152,2003-05-02,Hunan,0,6,0.0,0.0,0,1
153,2003-05-02,Guangdong,9,1421,1.0,343.0,0,51
154,2003-05-02,Guangxi,2,20,0.0,0.0,0,3
155,2003-05-02,Chongqing,0,0,0.0,0.0,0,0
156,2003-05-02,Sichuan,0,10,0.0,0.0,0,2
157,2003-05-02,Shaanxi,1,9,0.0,0.0,0,0
158,2003-05-02,Gansu,0,3,0.0,0.0,0,1
159,2003-05-02,Ningxia,0,5,0.0,0.0,0,1
160,2003-05-02,Xinjiang,0,0,0.0,0.0,0,0
162,2003-05-03,Beijing,114,1741,20.0,319.0,5,96
163,2003-05-03,Tianjin,18,91,10.0,45.0,1,4
164,2003-05-03,Hebei,9,79,1.0,9.0,0,4
165,2003-05-03,Shanxi,18,329,2.0,68.0,2,12
166,2003-05-03,Inner Mongolia,10,190,0.0,22.0,1,14
167,2003-05-03,Liaoning,0,1,0.0,0.0,0,0
168,2003-05-03,Jilin,0,14,0.0,2.0,0,1
169,2003-05-03,Heilongjiang,0,0,0.0,0.0,0,0
170,2003-05-03,Shanghai,0,2,0.0,0.0,0,0
171,2003-05-03,Jiangsu,0,4,0.0,0.0,0,0
172,2003-05-03,Zhejiang,0,3,0.0,0.0,0,0
173,2003-05-03,Anhui,0,9,0.0,0.0,0,0
174,2003-05-03,Fujian,0,3,0.0,0.0,0,0
175,2003-05-03,Jiangxi,0,0,0.0,0.0,0,0
176,2003-05-03,Shandong,0,1,0.0,0.0,0,0
177,2003-05-03,Henan,0,14,0.0,1.0,0,0
178,2003-05-03,Hubei,0,4,0.0,1.0,0,0
179,2003-05-03,Hunan,0,6,0.0,0.0,0,1
180,2003-05-03,Guangdong,11,1432,0.0,343.0,0,51
181,2003-05-03,Guangxi,0,20,0.0,0.0,0,3
182,2003-05-03,Chongqing,0,0,0.0,0.0,0,0
183,2003-05-03,Sichuan,0,10,0.0,0.0,0,2
184,2003-05-03,Shaanxi,0,9,0.0,0.0,0,0
185,2003-05-03,Gansu,0,3,0.0,0.0,0,1
186,2003-05-03,Ningxia,1,6,0.0,0.0,0,1
187,2003-05-03,Xinjiang,0,0,0.0,0.0,0,0
189,2003-05-04,Beijing,69,1803,8.0,326.0,4,100
190,2003-05-04,Tianjin,9,100,4.0,49.0,0,4
191,2003-05-04,Hebei,19,98,1.0,10.0,2,6
192,2003-05-04,Shanxi,11,329,0.0,68.0,0,12
193,2003-05-04,Inner Mongolia,35,225,2.0,29.0,0,14
194,2003-05-04,Liaoning,0,1,0.0,0.0,0,0
195,2003-05-04,Jilin,4,18,3.0,5.0,1,2
196,2003-05-04,Heilongjiang,0,0,0.0,0.0,0,0
197,2003-05-04,Shanghai,2,4,0.0,0.0,0,0
198,2003-05-04,Jiangsu,0,4,0.0,0.0,0,0
199,2003-05-04,Zhejiang,0,3,0.0,0.0,0,0
200,2003-05-04,Anhui,0,8,0.0,0.0,0,0
201,2003-05-04,Fujian,0,3,0.0,0.0,0,0
202,2003-05-04,Jiangxi,1,1,0.0,0.0,0,0
203,2003-05-04,Shandong,0,1,0.0,0.0,0,0
204,2003-05-04,Henan,0,14,0.0,1.0,0,0
205,2003-05-04,Hubei,0,4,0.0,1.0,0,0
206,2003-05-04,Hunan,0,6,0.0,0.0,0,1
207,2003-05-04,Guangdong,9,1441,0.0,343.0,0,51
208,2003-05-04,Guangxi,0,20,0.0,0.0,0,3
209,2003-05-04,Chongqing,1,1,0.0,0.0,0,0
210,2003-05-04,Sichuan,1,11,0.0,0.0,0,2
211,2003-05-04,Shaanxi,0,9,0.0,0.0,0,0
212,2003-05-04,Gansu,2,5,0.0,0.0,0,1
213,2003-05-04,Ningxia,0,6,0.0,0.0,0,1
214,2003-05-04,Xinjiang,0,0,0.0,0.0,0,0
216,2003-05-05,Beijing,98,1897,9.0,335.0,3,103
217,2003-05-05,Tianjin,9,109,3.0,52.0,1,5
218,2003-05-05,Hebei,9,107,1.0,11.0,0,6
219,2003-05-05,Shanxi,21,360,2.0,70.0,2,14
220,2003-05-05,Inner Mongolia,6,230,2.0,31.0,0,14
221,2003-05-05,Liaoning,0,1,0.0,0.0,0,0
222,2003-05-05,Jilin,3,21,1.0,6.0,0,2
223,2003-05-05,Heilongjiang,0,0,0.0,0.0,0,0
224,2003-05-05,Shanghai,0,4,0.0,0.0,0,0
225,2003-05-05,Jiangsu,0,4,0.0,0.0,0,0
226,2003-05-05,Zhejiang,0,3,0.0,0.0,0,0
227,2003-05-05,Anhui,1,9,0.0,0.0,0,0
228,2003-05-05,Fujian,0,3,0.0,0.0,0,0
229,2003-05-05,Jiangxi,0,1,0.0,0.0,0,0
230,2003-05-05,Shandong,0,1,0.0,0.0,0,0
231,2003-05-05,Henan,0,14,0.0,1.0,0,0
232,2003-05-05,Hubei,0,4,0.0,1.0,0,0
233,2003-05-05,Hunan,0,6,0.0,0.0,0,1
234,2003-05-05,Guangdong,12,1453,0.0,343.0,3,54
235,2003-05-05,Guangxi,0,20,0.0,0.0,0,3
236,2003-05-05,Chongqing,0,1,0.0,0.0,0,0
237,2003-05-05,Sichuan,0,11,0.0,0.0,0,2
238,2003-05-05,Shaanxi,1,10,1.0,1.0,0,0
239,2003-05-05,Gansu,0,5,0.0,0.0,0,1
240,2003-05-05,Ningxia,0,6,0.0,0.0,0,1
241,2003-05-05,Xinjiang,0,0,0.0,0.0,0,0
243,2003-05-06,Beijing,70,1960,14.0,348.0,4,107
244,2003-05-06,Tianjin,11,120,6.0,58.0,0,5
245,2003-05-06,Hebei,6,113,2.0,13.0,0,6
246,2003-05-06,Shanxi,11,369,5.0,75.0,3,17
247,2003-05-06,Inner Mongolia,21,251,5.0,36.0,0,14
248,2003-05-06,Liaoning,0,1,0.0,0.0,0,0
249,2003-05-06,Jilin,2,23,0.0,6.0,0,2
250,2003-05-06,Heilongjiang,0,0,0.0,0.0,0,0
251,2003-05-06,Shanghai,2,6,0.0,0.0,0,0
252,2003-05-06,Jiangsu,0,4,0.0,0.0,0,0
253,2003-05-06,Zhejiang,0,3,0.0,0.0,0,0
254,2003-05-06,Anhui,0,9,0.0,0.0,0,0
255,2003-05-06,Fujian,0,3,0.0,0.0,0,0
256,2003-05-06,Jiangxi,0,1,0.0,0.0,0,0
257,2003-05-06,Shandong,0,1,0.0,0.0,0,0
258,2003-05-06,Henan,0,14,0.0,1.0,0,0
259,2003-05-06,Hubei,2,6,0.0,1.0,0,0
260,2003-05-06,Hunan,0,6,0.0,0.0,0,1
261,2003-05-06,Guangdong,12,1465,1.0,344.0,1,55
262,2003-05-06,Guangxi,0,20,0.0,0.0,0,3
263,2003-05-06,Chongqing,0,1,0.0,0.0,0,0
264,2003-05-06,Sichuan,0,11,0.0,0.0,0,2
265,2003-05-06,Shaanxi,0,10,0.0,1.0,0,0
266,2003-05-06,Gansu,1,6,0.0,0.0,0,1
267,2003-05-06,Ningxia,0,6,0.0,0.0,0,1
268,2003-05-06,Xinjiang,0,0,0.0,0.0,0,0
270,2003-05-07,Beijing,97,2049,12.0,358.0,3,110
271,2003-05-07,Tianjin,7,127,3.0,61.0,0,5
272,2003-05-07,Hebei,21,134,2.0,15.0,0,6
273,2003-05-07,Shanxi,9,378,1.0,76.0,0,17
274,2003-05-07,Inner Mongolia,7,258,2.0,38.0,2,16
275,2003-05-07,Liaoning,0,1,0.0,0.0,0,0
276,2003-05-07,Jilin,2,25,0.0,6.0,0,2
277,2003-05-07,Heilongjiang,0,0,0.0,0.0,0,0
278,2003-05-07,Shanghai,0,6,0.0,0.0,0,0
279,2003-05-07,Jiangsu,0,4,0.0,0.0,0,0
280,2003-05-07,Zhejiang,0,3,0.0,0.0,0,0
281,2003-05-07,Anhui,0,9,0.0,0.0,0,0
282,2003-05-07,Fujian,0,3,0.0,0.0,0,0
283,2003-05-07,Jiangxi,0,1,0.0,0.0,0,0
284,2003-05-07,Shandong,0,1,0.0,0.0,0,0
285,2003-05-07,Henan,1,15,0.0,1.0,0,0
286,2003-05-07,Hubei,0,6,0.0,1.0,0,0
287,2003-05-07,Hunan,0,6,0.0,0.0,0,1
288,2003-05-07,Guangdong,13,1478,0.0,344.0,0,55
289,2003-05-07,Guangxi,0,20,0.0,0.0,0,3
290,2003-05-07,Chongqing,2,3,0.0,0.0,0,0
291,2003-05-07,Sichuan,0,11,0.0,0.0,0,2
292,2003-05-07,Shaanxi,0,10,0.0,1.0,0,0
293,2003-05-07,Gansu,0,6,0.0,0.0,0,1
294,2003-05-07,Ningxia,0,6,0.0,0.0,0,1
296,2003-05-08,Beijing,94,2136,12.0,370.0,2,112
297,2003-05-08,Tianjin,5,132,3.0,64.0,0,5
298,2003-05-08,Hebei,13,147,0.0,15.0,0,6
299,2003-05-08,Shanxi,13,391,0.0,76.0,0,17
300,2003-05-08,Inner Mongolia,9,266,1.0,39.0,0,16
301,2003-05-08,Liaoning,1,2,0.0,0.0,0,0
302,2003-05-08,Jilin,1,26,0.0,6.0,1,3
303,2003-05-08,Heilongjiang,0,0,0.0,0.0,0,0
304,2003-05-08,Shanghai,0,6,0.0,0.0,1,1
305,2003-05-08,Jiangsu,1,5,0.0,0.0,0,0
306,2003-05-08,Zhejiang,1,4,0.0,0.0,0,0
307,2003-05-08,Anhui,0,9,0.0,0.0,0,0
308,2003-05-08,Fujian,0,3,0.0,0.0,0,0
309,2003-05-08,Jiangxi,0,1,0.0,0.0,0,0
310,2003-05-08,Shandong,0,1,0.0,0.0,0,0
311,2003-05-08,Henan,0,15,0.0,1.0,0,0
312,2003-05-08,Hubei,0,6,0.0,1.0,0,0
313,2003-05-08,Hunan,0,6,0.0,0.0,0,1
314,2003-05-08,Guangdong,7,1485,0.0,344.0,1,56
315,2003-05-08,Guangxi,0,20,0.0,0.0,0,3
316,2003-05-08,Chongqing,0,3,0.0,0.0,0,0
317,2003-05-08,Sichuan,0,11,0.0,0.0,0,2
318,2003-05-08,Shaanxi,1,11,0.0,1.0,0,0
319,2003-05-08,Gansu,0,6,0.0,0.0,0,1
320,2003-05-08,Ningxia,0,6,0.0,0.0,0,1
322,2003-05-09,Beijing,48,2177,3.0,372.0,2,114
323,2003-05-09,Tianjin,9,141,2.0,66.0,1,6
324,2003-05-09,Hebei,9,156,0.0,15.0,2,8
325,2003-05-09,Shanxi,11,400,0.0,76.0,0,17
326,2003-05-09,Inner Mongolia,20,284,3.0,42.0,1,17
327,2003-05-09,Liaoning,0,2,0.0,0.0,0,0
328,2003-05-09,Jilin,0,26,0.0,6.0,0,3
329,2003-05-09,Heilongjiang,0,0,0.0,0.0,0,0
330,2003-05-09,Shanghai,0,6,0.0,0.0,0,1
331,2003-05-09,Jiangsu,0,5,0.0,0.0,0,0
332,2003-05-09,Zhejiang,0,4,0.0,0.0,0,0
333,2003-05-09,Anhui,0,9,0.0,0.0,0,0
334,2003-05-09,Fujian,0,3,0.0,0.0,0,0
335,2003-05-09,Jiangxi,0,1,0.0,0.0,0,0
336,2003-05-09,Shandong,0,1,0.0,0.0,0,0
337,2003-05-09,Henan,0,15,0.0,1.0,0,0
338,2003-05-09,Hubei,0,6,0.0,1.0,0,0
339,2003-05-09,Hunan,0,6,0.0,0.0,0,1
340,2003-05-09,Guangdong,17,1502,1.0,345.0,0,56
341,2003-05-09,Guangxi,0,20,0.0,0.0,0,3
342,2003-05-09,Chongqing,0,3,0.0,0.0,0,0
343,2003-05-09,Sichuan,2,13,0.0,0.0,0,2
344,2003-05-09,Shaanxi,1,12,0.0,1.0,0,0
345,2003-05-09,Gansu,1,7,0.0,0.0,0,1
346,2003-05-09,Ningxia,0,6,0.0,0.0,0,1
348,2003-05-10,Beijing,54,2227,4.0,375.0,2,116
