,Date,Province,New Clinical Cases,Total Clinical Cases,New Cases Among Medical Staff,Total Cases Among Medical Staff,New Deaths,Total Deaths
815,2003-05-27,Ningxia,0,5,0.0,0.0,0,1
816,2003-05-27,Shandong,0,1,0.0,0.0,0,0
817,2003-05-27,Fujian,0,3,0.0,0.0,0,0
818,2003-05-27,Hunan,0,6,0.0,0.0,0,1
819,2003-05-27,Heilongjiang,0,0,0.0,0.0,0,0
820,2003-05-27,Xinjiang,0,0,0.0,0.0,0,0
822,2003-05-28,Beijing,3,2514,0.0,398.0,3,175
823,2003-05-28,Hebei,1,216,0.0,22.0,0,11
824,2003-05-28,Shanxi,0,450,0.0,80.0,0,21
825,2003-05-28,Inner Mongolia,0,285,0.0,41.0,0,28
826,2003-05-28,Liaoning,0,6,0.0,2.0,0,2
827,2003-05-28,Shanghai,0,8,0.0,0.0,0,2
828,2003-05-28,Sichuan,0,19,0.0,0.0,0,2
829,2003-05-28,Hubei,0,7,0.0,1.0,0,1
830,2003-05-28,Guangxi,0,22,0.0,0.0,0,3
831,2003-05-28,Tianjin,0,175,0.0,67.0,0,14
832,2003-05-28,Jilin,0,35,0.0,7.0,1,6
833,2003-05-28,Guangdong,0,1511,0.0,346.0,0,57
834,2003-05-28,Jiangsu,0,7,0.0,0.0,0,0
835,2003-05-28,Gansu,0,8,0.0,0.0,0,1
836,2003-05-28,Anhui,0,10,0.0,0.0,0,0
837,2003-05-28,Shaanxi,0,12,0.0,1.0,0,0
838,2003-05-28,Zhejiang,0,4,0.0,0.0,0,0
839,2003-05-28,Henan,0,15,0.0,1.0,0,0
840,2003-05-28,Chongqing,0,3,0.0,0.0,0,0
841,2003-05-28,Jiangxi,0,1,0.0,0.0,0,0
842,2003-05-28,Ningxia,0,5,0.0,0.0,0,1
843,2003-05-28,Shandong,0,1,0.0,0.0,0,0
844,2003-05-28,Fujian,0,3,0.0,0.0,0,0
845,2003-05-28,Hunan,0,6,0.0,0.0,0,1
846,2003-05-28,Heilongjiang,0,0,0.0,0.0,0,0
847,2003-05-28,Xinjiang,0,0,0.0,0.0,0,0
849,2003-05-29,Beijing,3,2517,0.0,398.0,1,176
850,2003-05-29,Hebei,0,216,0.0,22.0,1,12
851,2003-05-29,Shanxi,0,450,0.0,80.0,0,21
852,2003-05-29,Inner Mongolia,0,284,0.0,41.0,0,28
853,2003-05-29,Liaoning,0,6,0.0,2.0,0,2
854,2003-05-29,Shanghai,0,8,0.0,0.0,0,2
855,2003-05-29,Sichuan,0,19,0.0,0.0,0,2
856,2003-05-29,Hubei,0,7,0.0,1.0,0,1
857,2003-05-29,Guangxi,0,22,0.0,0.0,0,3
858,2003-05-29,Tianjin,0,175,0.0,67.0,0,14
859,2003-05-29,Jilin,0,35,0.0,7.0,0,6
860,2003-05-29,Guangdong,0,1511,0.0,346.0,0,57
861,2003-05-29,Jiangsu,0,7,0.0,0.0,0,0
862,2003-05-29,Gansu,0,8,0.0,0.0,0,1
863,2003-05-29,Anhui,0,10,0.0,0.0,0,0
864,2003-05-29,Shaanxi,0,12,0.0,1.0,0,0
865,2003-05-29,Zhejiang,0,4,0.0,0.0,0,0
866,2003-05-29,Henan,0,15,0.0,1.0,0,0
867,2003-05-29,Chongqing,0,3,0.0,0.0,0,0
868,2003-05-29,Jiangxi,0,1,0.0,0.0,0,0
869,2003-05-29,Ningxia,0,5,0.0,0.0,0,1
870,2003-05-29,Shandong,0,1,0.0,0.0,0,0
871,2003-05-29,Fujian,0,3,0.0,0.0,0,0
872,2003-05-29,Hunan,0,6,0.0,0.0,0,1
873,2003-05-29,Heilongjiang,0,0,0.0,0.0,0,0
874,2003-05-29,Xinjiang,0,0,0.0,0.0,0,0
876,2003-05-30,Beijing,6,2520,0.0,398.0,1,177
877,2003-05-30,Hebei,1,216,0.0,22.0,0,12
878,2003-05-30,Shanxi,0,450,0.0,80.0,0,21
879,2003-05-30,Inner Mongolia,0,284,0.0,41.0,0,28
880,2003-05-30,Liaoning,0,6,0.0,2.0,0,2
881,2003-05-30,Shanghai,0,8,0.0,0.0,0,2
882,2003-05-30,Sichuan,0,19,0.0,0.0,0,2
883,2003-05-30,Hubei,0,7,0.0,1.0,0,1
884,2003-05-30,Guangxi,0,22,0.0,0.0,0,3
885,2003-05-30,Tianjin,0,175,0.0,67.0,0,14
886,2003-05-30,Jilin,0,35,0.0,7.0,0,6
887,2003-05-30,Guangdong,0,1511,0.0,346.0,0,57
888,2003-05-30,Jiangsu,0,7,0.0,0.0,0,0
889,2003-05-30,Gansu,0,8,0.0,0.0,0,1
890,2003-05-30,Anhui,0,10,0.0,0.0,0,0
891,2003-05-30,Shaanxi,0,12,0.0,1.0,0,0
892,2003-05-30,Zhejiang,0,4,0.0,0.0,0,0
893,2003-05-30,Henan,0,15,0.0,1.0,0,0
894,2003-05-30,Chongqing,0,3,0.0,0.0,0,0
895,2003-05-30,Jiangxi,0,1,0.0,0.0,0,0
896,2003-05-30,Ningxia,0,5,0.0,0.0,0,1
897,2003-05-30,Shandong,0,1,0.0,0.0,0,0
898,2003-05-30,Fujian,0,3,0.0,0.0,0,0
899,2003-05-30,Hunan,0,6,0.0,0.0,0,1
900,2003-05-30,Heilongjiang,0,0,0.0,0.0,0,0
901,2003-05-30,Xinjiang,0,0,0.0,0.0,0,0
903,2003-05-31,Beijing,1,2521,1.0,399.0,4,181
904,2003-05-31,Hebei,0,215,0.0,22.0,0,12
905,2003-05-31,Shanxi,0,450,0.0,80.0,0,21
906,2003-05-31,Inner Mongolia,0,284,0.0,41.0,0,28
907,2003-05-31,Liaoning,0,6,0.0,2.0,0,2
908,2003-05-31,Shanghai,0,8,0.0,0.0,0,2
909,2003-05-31,Sichuan,0,19,0.0,0.0,0,2
910,2003-05-31,Hubei,0,7,0.0,1.0,0,1
911,2003-05-31,Guangxi,0,22,0.0,0.0,0,3
912,2003-05-31,Tianjin,0,175,0.0,67.0,0,14
913,2003-05-31,Jilin,0,35,0.0,7.0,0,6
914,2003-05-31,Guangdong,0,1511,0.0,346.0,0,57
915,2003-05-31,Jiangsu,0,7,0.0,0.0,0,0
916,2003-05-31,Gansu,0,8,0.0,0.0,0,1
917,2003-05-31,Anhui,0,10,0.0,0.0,0,0
918,2003-05-31,Shaanxi,0,12,0.0,1.0,0,0
919,2003-05-31,Zhejiang,0,4,0.0,0.0,0,0
920,2003-05-31,Henan,0,15,0.0,1.0,0,0
921,2003-05-31,Chongqing,0,3,0.0,0.0,0,0
922,2003-05-31,Jiangxi,0,1,0.0,0.0,0,0
923,2003-05-31,Ningxia,0,5,0.0,0.0,0,1
924,2003-05-31,Shandong,0,1,0.0,0.0,0,0
925,2003-05-31,Fujian,0,3,0.0,0.0,0,0
926,2003-05-31,Hunan,0,6,0.0,0.0,0,1
927,2003-05-31,Heilongjiang,0,0,0.0,0.0,0,0
928,2003-05-31,Xinjiang,0,0,0.0,0.0,0,0
930,2003-06-01,Beijing,1,2522,0.0,399.0,0,181
931,2003-06-01,Hebei,1,216,1.0,23.0,0,12
932,2003-06-01,Shanxi,0,448,0.0,80.0,0,21
933,2003-06-01,Inner Mongolia,0,284,0.0,41.0,0,28
934,2003-06-01,Liaoning,0,6,0.0,2.0,0,2
935,2003-06-01,Shanghai,0,8,0.0,0.0,0,2
936,2003-06-01,Sichuan,0,19,0.0,0.0,0,2
937,2003-06-01,Hubei,0,7,0.0,1.0,0,1
938,2003-06-01,Guangxi,0,22,0.0,0.0,0,3
939,2003-06-01,Tianjin,0,175,0.0,67.0,0,14
940,2003-06-01,Jilin,0,35,0.0,7.0,0,6
941,2003-06-01,Guangdong,0,1511,0.0,346.0,0,57
943,2003-06-02,Beijing,0,2522,0.0,399.0,0,181
944,2003-06-02,Hebei,0,216,0.0,23.0,0,12
945,2003-06-02,Shanxi,0,448,0.0,80.0,0,21
946,2003-06-02,Inner Mongolia,0,284,0.0,41.0,1,29
947,2003-06-02,Liaoning,0,6,0.0,2.0,0,2
948,2003-06-02,Sichuan,0,19,0.0,0.0,0,2
949,2003-06-02,Shanghai,0,8,0.0,0.0,0,2
950,2003-06-02,Hubei,0,7,0.0,1.0,0,1
951,2003-06-02,Guangxi,0,22,0.0,0.0,0,3
952,2003-06-02,Guangdong,0,1511,0.0,346.0,0,57
953,2003-06-02,Tianjin,0,175,0.0,67.0,0,14
954,2003-06-02,Jilin,0,35,0.0,7.0,0,6
956,2003-06-03,Beijing,2,2522,0.0,399.0,0,181
957,2003-06-03,Liaoning,1,7,1.0,3.0,0,2
958,2003-06-03,Hebei,0,216,0.0,23.0,0,12
959,2003-06-03,Shanxi,0,448,0.0,80.0,0,21
960,2003-06-03,Inner Mongolia,0,284,0.0,41.0,0,29
961,2003-06-03,Sichuan,0,19,0.0,0.0,0,2
962,2003-06-03,Shanghai,0,8,0.0,0.0,0,2
963,2003-06-03,Hubei,0,7,0.0,1.0,0,1
964,2003-06-03,Guangxi,0,22,0.0,0.0,0,3
965,2003-06-03,Guangdong,0,1511,0.0,346.0,0,57
966,2003-06-03,Tianjin,0,175,0.0,67.0,0,14
967,2003-06-03,Jilin,0,35,0.0,7.0,0,6
969,2003-06-04,Beijing,0,2522,0.0,399.0,0,181
970,2003-06-04,Liaoning,0,7,0.0,3.0,0,2
971,2003-06-04,Hebei,0,216,0.0,23.0,0,12
972,2003-06-04,Shanxi,0,448,0.0,80.0,0,21
973,2003-06-04,Inner Mongolia,0,284,0.0,41.0,0,29
974,2003-06-04,Shanghai,0,8,0.0,0.0,0,2
975,2003-06-04,Sichuan,0,19,0.0,0.0,0,2
976,2003-06-04,Hubei,0,7,0.0,1.0,0,1
977,2003-06-04,Guangxi,0,22,0.0,0.0,0,3
978,2003-06-04,Tianjin,0,175,0.0,67.0,0,14
979,2003-06-04,Jilin,0,35,0.0,7.0,0,6
980,2003-06-04,Guangdong,0,1511,0.0,346.0,0,57
982,2003-06-05,Beijing,0,2522,0.0,399.0,0,181
983,2003-06-05,Liaoning,0,7,0.0,3.0,0,2
984,2003-06-05,Hebei,0,216,0.0,23.0,0,12
985,2003-06-05,Shanxi,0,448,0.0,80.0,2,23
986,2003-06-05,Inner Mongolia,0,284,0.0,41.0,0,29
987,2003-06-05,Shanghai,0,8,0.0,0.0,0,2
988,2003-06-05,Sichuan,0,19,0.0,0.0,0,2
989,2003-06-05,Hubei,0,7,0.0,1.0,0,1
990,2003-06-05,Guangxi,0,22,0.0,0.0,0,3
991,2003-06-05,Tianjin,0,175,0.0,67.0,0,14
992,2003-06-05,Jilin,0,35,0.0,7.0,0,6
993,2003-06-05,Guangdong,0,1511,0.0,346.0,0,57
995,2003-06-06,Sichuan,1,20,0.0,0.0,0,2
996,2003-06-06,Beijing,0,2522,0.0,399.0,2,183
997,2003-06-06,Liaoning,0,7,0.0,3.0,0,2
998,2003-06-06,Hebei,0,215,0.0,23.0,0,12
999,2003-06-06,Shanxi,0,448,0.0,80.0,0,23
1000,2003-06-06,Inner Mongolia,0,284,0.0,41.0,0,29
1001,2003-06-06,Shanghai,0,8,0.0,0.0,0,2
1002,2003-06-06,Hubei,0,7,0.0,1.0,0,1
1003,2003-06-06,Guangxi,0,22,0.0,0.0,0,3
1005,2003-06-07,Beijing,1,2523,0.0,399.0,0,183
1006,2003-06-07,Sichuan,0,20,0.0,0.0,0,2
1007,2003-06-07,Liaoning,0,7,0.0,3.0,0,2
1008,2003-06-07,Hebei,0,215,0.0,23.0,0,12
1009,2003-06-07,Shanxi,0,448,0.0,80.0,0,23
1010,2003-06-07,Inner Mongolia,0,284,0.0,41.0,0,29
1011,2003-06-07,Shanghai,0,8,0.0,0.0,0,2
1012,2003-06-07,Hubei,0,7,0.0,1.0,0,1
1014,2003-06-08,Sichuan,0,20,,,0,2
1015,2003-06-08,Beijing,0,2522,,,1,184
1016,2003-06-08,Liaoning,0,7,,,0,2
1017,2003-06-08,Hebei,0,215,,,0,12
1018,2003-06-08,Shanxi,0,448,,,0,23
1019,2003-06-08,Inner Mongolia,0,283,,,0,29
1020,2003-06-08,Shanghai,0,8,,,0,2
1022,2003-06-09,Sichuan,0,20,,,0,2
1023,2003-06-09,Beijing,0,2522,,,0,184
1024,2003-06-09,Liaoning,0,7,,,0,2
1025,2003-06-09,Hebei,0,215,,,0,12
1026,2003-06-09,Shanxi,0,448,,,0,23
1027,2003-06-09,Inner Mongolia,0,283,,,0,29
1028,2003-06-09,Shanghai,0,8,,,0,2
1030,2003-06-10,Sichuan,0,20,,,0,2
1031,2003-06-10,Beijing,0,2522,,,2,186
1032,2003-06-10,Liaoning,0,7,,,0,2
1033,2003-06-10,Hebei,0,215,,,0,12
1034,2003-06-10,Shanxi,0,448,,,1,24
1035,2003-06-10,Inner Mongolia,0,283,,,0,29
1036,2003-06-10,Shanghai,0,8,,,0,2
1038,2003-06-11,Beijing,1,2523,,,0,186
1039,2003-06-11,Sichuan,0,20,,,0,2
1040,2003-06-11,Liaoning,0,7,,,0,2
1041,2003-06-11,Hebei,0,215,,,0,12
1042,2003-06-11,Shanxi,0,448,,,0,24
1043,2003-06-11,Inner Mongolia,0,283,,,0,29
1044,2003-06-11,Shanghai,0,8,,,0,2
1047,2003-06-12,Beijing,0,2523,,,1,187
1048,2003-06-12,Sichuan,0,20,,,0,2
1049,2003-06-12,Liaoning,0,7,,,0,2
1050,2003-06-12,Hebei,0,215,,,0,12
1051,2003-06-12,Shanxi,0,448,,,0,24
1052,2003-06-12,Inner Mongolia,0,282,,,0,28
1055,2003-06-13,Beijing,0,2522,,,0,187
1056,2003-06-13,Sichuan,0,20,,,0,2
1057,2003-06-13,Liaoning,0,7,,,0,2
1058,2003-06-13,Hebei,0,215,,,0,12
1059,2003-06-13,Shanxi,0,448,,,0,24
1060,2003-06-13,Inner Mongolia,0,282,,,0,28
1063,2003-06-14,Beijing,0,2522,,,2,189
1064,2003-06-14,Sichuan,0,20,,,0,2
1065,2003-06-14,Liaoning,0,7,,,0,2
1068,2003-06-16,Beijing,0,2521,,,1,190
1069,2003-06-16,Sichuan,0,20,,,0,2
1070,2003-06-16,Liaoning,0,7,,,0,2
1073,2003-06-17,Beijing,0,2521,,,0,190
1074,2003-06-17,Sichuan,0,20,,,0,2
1075,2003-06-17,Liaoning,0,7,,,0,2
1078,2003-06-18,Beijing,0,2521,,,1,191
1079,2003-06-18,Sichuan,0,20,,,0,2
1080,2003-06-18,Liaoning,0,7,,,0,2
1083,2003-06-19,Beijing,0,2521,,,0,191
1084,2003-06-19,Sichuan,0,20,,,0,2
1085,2003-06-19,Liaoning,0,7,,,0,2
1088,2003-06-20,Beijing,0,2521,,,0,191
1089,2003-06-20,Sichuan,0,20,,,0,2
1090,2003-06-20,Liaoning,0,7,,,0,2
1093,2003-06-23,Beijing,0,2521,,,0,191
1094,2003-06-23,Sichuan,0,20,,,0,2
